CBG10375.1	708,987	795,1032
CBG22755.1	16493215,16493336,16493642,16494024,16494224,16494464,16494599,16494802	16493263,16493383,16493687,16494067,16494273,16494512,16494644,16494848
CBG22756.1	16487631,16487937,16488123,16489413,16489595,16489773,16490059,16490332,16490578,16491028,16491322,16491478,16491626,16491982	16487695,16488030,16489042,16489466,16489640,16489830,16490106,16490374,16490880,16491073,16491366,16491521,16491895,16492089
CBG22758.1	16476525,16477044,16477237,16477709,16477968,16478261,16479914,16480169,16480822	16476896,16477130,16477580,16477816,16478236,16479782,16480002,16480503,16481619
CBG22760a.1	16461399,16461970,16462598,16462845,16463015,16463665,16463870,16463998,16464723,16464933,16465607,16465781,16466146	16461764,16462486,16462684,16462890,16463499,16463713,16463914,16464286,16464825,16465458,16465678,16465858,16466587
CBG22760b.1	16461709,16461970,16462598,16462845,16463015,16463665,16463870,16463998,16464723,16464933,16465607,16465781,16466146	16461764,16462486,16462684,16462890,16463499,16463713,16463914,16464286,16464825,16465458,16465678,16465858,16466587
CBG22761.1	16457735,16457944,16458190,16458371,16458655,16458875,16459069,16459204	16457785,16457994,16458230,16458416,16458739,16458918,16459115,16459246
CBG22762.1	16455931,16456113,16456224	16455971,16456159,16456269
CBG22763.1	16454918,16455291,16455518	16455195,16455346,16455566
CBG22764.1	16450926,16451061,16451216,16451524,16452548,16453085,16453359	16450992,16451121,16451262,16451970,16452594,16453138,16454057
CBG22765.1	16449039,16449841,16450032	16449634,16449896,16450160
CBG22766.1	16439921,16440224	16440114,16442766
CBG22767a.1	16430909,16431097,16431945,16432072,16432270,16432544,16433843,16436659,16436991	16430958,16431735,16431996,16432113,16432320,16433591,16436475,16436837,16437143
CBG22767b.1	16430909,16431097,16431945,16432072,16432270,16432544,16433843,16434520,16436659,16436991	16430958,16431735,16431996,16432113,16432320,16433591,16434447,16436475,16436837,16437143
CBG22771.1	16415996,16417544	16417336,16418811
CBG22772.1	16410820,16412015,16412245,16412500,16413839,16414038,16414507	16410865,16412166,16412292,16412548,16413886,16414085,16414959
CBG22773.1	16407505,16408396,16408507,16408690	16408247,16408441,16408557,16408734
CBG22774.1	16405285,16405481,16405643,16406222,16406582,16406823	16405372,16405527,16406076,16406269,16406627,16406869
CBG22775.1	16397937,16398072,16398597,16398724,16399073,16399254,16399510,16399646,16400101,16400118,16400857,16401002,16401216,16401363,16401683,16402153,16402276	16397978,16398474,16398640,16398781,16399183,16399432,16399552,16400035,16400102,16400781,16400900,16401054,16401266,16401506,16402023,16402199,16402415
CBG22776a.1	16393104,16393419,16393671,16394598,16394853	16393186,16393469,16394109,16394644,16394905
CBG22776b.1	16393104,16393419,16393671,16394598,16394853	16393186,16393469,16394109,16394644,16394897
CBG22786.1	16354711,16354904,16355078,16357885	16354760,16354947,16357737,16357932
CBG22788.1	16351581,16352137	16351896,16352183
CBG22791.1	16335093,16335905,16336453,16338612,16339121,16339281,16340259,16340373,16340618,16341075,16343531,16343734	16335638,16335956,16337937,16338655,16339168,16339868,16340307,16340421,16340764,16343271,16343657,16343782
CBG22792.1	16333249,16333577,16334174,16334352,16334534	16333444,16334103,16334217,16334400,16334576
CBG22794.1	16317143,16317856	16317728,16319499
CBG22795.1	16308639,16310486,16310780,16311675,16312234	16310306,16310532,16310825,16311884,16312301
CBG22797.1	16306246,16306474,16306620,16306904,16307343	16306318,16306515,16306668,16307184,16307942
CBG22799.1	16298634,16299300,16299716,16300013,16301076,16301225,16301428,16301622,16301780,16301883	16299198,16299548,16299766,16300786,16301126,16301270,16301485,16301667,16301823,16302296
CBG22800.1	16289147,16290699,16291475,16292428,16293176,16293770,16294815,16295179,16295535,16295725,16296430,16296805,16296930,16297091	16290509,16290884,16291548,16292950,16293584,16294681,16295058,16295225,16295583,16296308,16296477,16296852,16296989,16297767
CBG22801.1	16278806,16279047,16279686,16280601,16281364,16282096,16282522,16284562,16284805	16278848,16279092,16280388,16280648,16281415,16282356,16284366,16284618,16284877
CBG22803.1	16265287,16265568,16266607	16265330,16266166,16266898
CBG22804a.1	16261962,16262434,16263703,16263870,16263985,16264130,16264304	16262257,16263599,16263756,16263911,16264030,16264169,16264699
CBG22804b.1	16261962,16262434,16263703,16263870,16263985,16264115,16264304	16262257,16263599,16263756,16263911,16264030,16264169,16264699
CBG22805.1	16256565,16256917,16257062,16258146,16258296,16258490,16258655,16258869	16256723,16256968,16257888,16258201,16258343,16258546,16258698,16258968
CBG22806.1	16252018,16252171,16252349,16252438	16252065,16252219,16252404,16252637
CBG23681.1	16169166,16169576,16169753,16170251	16169209,16169645,16170024,16170292
CBG23684.1	16177373	16177712
CBG23881.1	7377634,7377897,7378075,7378289,7378557	7377751,7377940,7378122,7378385,7378648
CBG23882.1	7383224	7383293
CBG23884.1	7386493,7386591	7386540,7386921
CBG24427.1	16191479,16192184,16192383,16192833,16193020	16192079,16192226,16192649,16192875,16193075
CBG24429.1	16206298,16206675,16206920,16207101	16206575,16206727,16206965,16207317
CBG24433.1	16217982	16218030
CBG24435.1	16223740	16223788
CBG24509.1	690536,691171,691528,691770,691883,692013	691093,691217,691574,691821,691933,692067
CBG24510.1	692607,692854,693125,693455	692679,693049,693212,693544
CBG24511.1	694098,694266	694151,694508
CBG24512.1	694912,695331,695683,696533,697038,697553,698058,698510	694958,695382,695728,696572,697083,697599,698107,698602
CBG24513.1	702658,703013	702894,703257
CBG24514.1	703993,704217,704576,704813,706060,706253	704049,704263,704621,705920,706106,706298
CBG24823.1	675604	675900
CBG25135.1	16350377,16350743	16350425,16350837
CBG25139.1	19834513,19834702	19834559,19834746
CBG25734a.1	20829786,20829964,20830068	20829834,20830016,20830167
CBG25734b.1	20829786,20829964,20830068,20830253	20829834,20830016,20830167,20830254
CBG25735.1	20797530	20797582
CBG25736.1	20718232,20718396,20718610,20719011,20719429,20720002,20720405,20720710,20721375	20718305,20718453,20718896,20719305,20719905,20720272,20720550,20721203,20721583
CBG25738.1	20703018,20703357,20703487,20703685	20703296,20703399,20703627,20703729
CBG25739.1	20692276	20692320
CBG25740.1	20688338,20688791,20689502,20689658,20689845,20689953,20690105	20688499,20689141,20689580,20689704,20689891,20689995,20690182
CBG25741.1	20674728,20674960,20675246,20675414,20675670	20674776,20675035,20675290,20675462,20675724
CBG25743.1	20618145,20619099,20619344	20618701,20619134,20619417
CBG25744.1	20531140,20531461,20531977,20532117	20531244,20531913,20532020,20532399
CBG25745.1	20523976,20524342,20524451,20524569,20524680,20524799,20524924,20525049,20525160,20525285,20525404	20524130,20524390,20524499,20524616,20524732,20524851,20524979,20525096,20525212,20525364,20525455
CBG25746.1	20504104,20504350,20504958,20505350	20504153,20504778,20505147,20505398
CBG25747.1	20493459	20493504
CBG25750.1	20468046,20469897,20470194,20470354,20470514	20469794,20469944,20470239,20470399,20470559
CBG25752.1	20460654,20460787,20461028,20461218,20461363,20461476	20460702,20460922,20461071,20461259,20461408,20467083
CBG25753.1	20438527,20438678,20439087,20440003	20438596,20438817,20439132,20440048
CBG25754a.1	20432116,20432749,20432986,20433207,20434199,20434787	20432553,20432791,20433032,20433472,20434417,20435010
CBG25754b.1	20432116,20432749,20432986,20433201,20434199,20434787	20432553,20432791,20433032,20433472,20434417,20435010
CBG25756.1	20403004,20403247,20404889,20405099,20405270	20403057,20404340,20404938,20405140,20405306
CBG25757.1	20400200	20401082
CBG25758.1	20394817	20394868
CBG25760.1	20365948,20366223,20367128,20367353	20366038,20366713,20367173,20367394
CBG25760.2	20366223,20367128,20367353	20366713,20367173,20367394
CBG25761.1	20362934	20362980
CBG26776.1	21093479,21093595,21093919,21094118	21093522,21093792,21093966,21094166
CBG26777.1	21081588	21081635
CBG26779.1	21045374	21045605
CBG26780.1	21039455,21039606,21040861,21040960,21041104	21039509,21040710,21040902,21041001,21041150
CBG26781.1	20979150,20980726,20981065,20981161,20982872	20980559,20980869,20981106,20982778,20987274
CBG26782.1	20965144,20966156,20966411	20965798,20966200,20968315
CBG26783.1	20962142,20962256,20962458,20962578,20962769	20962195,20962370,20962523,20962621,20962815
CBG26784.1	20957316	20957368
CBG26785.1	20940269,20940420	20940347,20941210
CBG26786.1	20925155,20925286,20926329,20926724,20927237	20925201,20926040,20926381,20926768,20928028
CBG26791.1	20888177	20888223
CBG26793.1	20852556,20852973	20852603,20853022
CBG26803a.1	7410005,7410756,7410864,7411127,7411271	7410281,7410803,7411012,7411181,7411319
CBG26803a.2	7410005,7410756,7410864,7411127,7411239	7410281,7410803,7411012,7411181,7411319
CBG26803a.3	7410005,7410756	7410281,7410803
CBG26803b.1	7410864,7410939	7410912,7411012
CBG26804.1	7473935	7474137
CBG26806.1	7502006,7502104	7502053,7502154
CBG26807.1	7516197,7516499	7516411,7516655
CBG26809.1	7528379	7528425
CBG26809.2	7528058,7528379	7528300,7528425
CBG26809.3	7528256,7528379	7528300,7528425
CBG26811.1	7557955,7559029,7559231	7558841,7559079,7559283
CBG26811.2	7557955,7558796,7559029,7559231	7558716,7558841,7559079,7559283
CBG26811.3	7558796,7559029,7559231	7558841,7559079,7559283
CBG26812.1	7564381,7564525	7564427,7564570
CBG26813.1	7565432,7566289,7566666,7566784	7566174,7566515,7566708,7567018
CBG27391.1	413537,413776	413577,413820
CBG27394.1	474486,474793	474631,474840
CBG27395.1	107,882	153,938
CBG27398.1	768230,769065,769241,769365,769837,770214,770320,770470	768371,769108,769285,769581,770134,770215,770375,770643
CBG27399.1	790939,791080,791252,791460,791662,792164,792371	790982,791130,791300,791518,792007,792219,792619
CBG27401.1	917566,917983,921227	917806,921034,921453
CBG27402.1	1166023,1166368,1166505	1166184,1166415,1166554
CBG27403.1	1179472,1179755	1179700,1179800
CBG27405.1	1255143	1255188
CBG27409.1	1315531	1315611
CBG27410.1	1320017,1320117,1320374,1320483,1320614,1320786,1320934,1321172	1320059,1320265,1320434,1320526,1320710,1320831,1320979,1321220
CBG27411.1	1332187,1332342,1333631	1332259,1332430,1333672
CBG27412.1	1337811,1338089	1337890,1338166
CBG27413.1	1339933,1340298,1340306,1340664,1340841,1341021,1341148	1340156,1340299,1340486,1340711,1340888,1341069,1341817
CBG27414.1	1345911,1346491,1346627,1346752,1346909	1346307,1346539,1346685,1346797,1346953
CBG27415.1	1348728,1349007,1349710,1349956,1350750,1350916,1351398	1348892,1349088,1349847,1350032,1350804,1351146,1352183
CBG27416.1	1355854,1356340,1356501,1356760	1355904,1356386,1356544,1356806
CBG27417.1	1358764,1359040,1359248,1359419,1359884,1360399	1358835,1359148,1359351,1359797,1360317,1360803
CBG27418.1	1362880,1364021	1362940,1365085
CBG27419.1	1370251	1370299
CBG27421.1	1392334	1392439
CBG27422.1	1423750,1424107,1424504,1424636,1424782,1424924,1425220	1424038,1424401,1424551,1424682,1424833,1424986,1425264
CBG27423a.1	1489622,1489727,1489870,1490374	1489672,1489800,1489951,1490649
CBG27423b.1	1489622,1489727,1489870,1490065,1491494	1489672,1489800,1489951,1491393,1491582
CBG27423c.1	1489622,1489727,1489870,1490407,1491494	1489672,1489800,1489951,1491393,1491582
CBG27426.1	1496798,1497053	1496932,1497223
CBG27427.1	1503121,1503257,1503500,1503741,1503958,1504086,1504153,1504219,1504374,1504627,1504840	1503165,1503296,1503546,1503782,1504002,1504130,1504154,1504266,1504416,1504685,1504883
CBG27430.1	1591355,1591667,1592060	1591400,1591707,1592105
CBG27432.1	1603438,1603636,1603769,1603936,1604148	1603484,1603692,1603813,1603995,1604760
CBG27432.2	1603438,1603636,1603769,1603936	1603484,1603692,1603813,1603995
CBG27433.1	1612800,1612949,1613083,1613247,1613334,1613518	1612846,1612995,1613129,1613288,1613379,1613563
CBG27434.1	1616547,1616696	1616593,1616743
CBG27436.1	1621572,1621727	1621618,1621774
CBG27437.1	1622825,1622975,1623131	1622873,1623021,1623175
CBG27439.1	1632944,1633082,1633337,1633456	1632989,1633128,1633382,1633509
CBG27440.1	1883132,1883339,1883636	1883179,1883401,1884717
CBG27442.1	1916634,1917073,1917250,1917403,1918727	1916826,1917120,1917294,1917535,1918778
CBG27444.1	2078497,2078952,2079112	2078577,2078997,2079165
CBG27446.1	2199942,2200448	2200380,2201116
CBG27447.1	2204373,2204485,2204649	2204415,2204527,2206280
CBG27449.1	2224765	2224977
CBG27451.1	2256434,2257002	2256867,2257191
CBG27457.1	2571306	2571429
CBG27460a.1	2667765,2668206,2668576,2669031,2669292,2669674,2670008,2670586	2667812,2668286,2668622,2669081,2669334,2669722,2670426,2670627
CBG27460b.1	2667765,2668206,2668576,2669031,2669292,2669674,2670008,2670442,2670447,2670586	2667812,2668286,2668622,2669081,2669334,2669722,2670426,2670442,2670448,2670627
CBG27461.1	2705490,2705912	2705663,2706394
CBG27463.1	2757665	2757915
CBG27464.1	2834337	2834388
CBG27465.1	2872538,2872686,2872823	2872584,2872728,2872873
CBG27466.1	2949903	2950623
CBG27467.1	2984841,2985003,2985252,2985392	2984884,2985056,2985301,2985439
CBG27471.1	3101196,3101442,3101592,3101787,3102026,3102195,3102895,3103443,3103607,3103728,3103829,3103848,3104035,3104247,3104443,3104734,3104946	3101241,3101488,3101639,3101835,3102082,3102731,3103385,3103496,3103654,3103771,3103830,3103893,3104080,3104310,3104493,3104779,3105598
CBG27472.1	3146661,3147029,3147242,3147423,3147673	3146708,3147075,3147288,3147469,3147721
CBG27473.1	3150657,3150864,3151034,3151245	3150703,3150908,3151080,3151292
CBG27477.1	3407915,3408059,3408183,3408963,3409503,3409816	3407962,3408104,3408230,3409178,3409551,3409864
CBG27483.1	3590229,3590824,3590961,3591254,3591356	3590271,3590878,3591006,3591298,3591404
CBG27483.2	3590229,3590824,3590961,3591254	3590271,3590878,3591006,3591298
CBG27484.1	3595308	3595358
CBG27486.1	3711118	3711319
CBG27487.1	3719905,3720178	3720062,3720221
CBG27488.1	3744416,3745130,3745248	3744465,3745172,3746081
CBG27489.1	3801278,3801665	3801576,3801711
CBG27496.1	3975897,3976152	3975942,3976844
CBG27496.2	3975897	3975942
CBG27499.1	4108008,4108140,4108519,4108993,4109142,4109768	4108051,4108188,4108898,4109038,4109499,4109818
CBG27500.1	4115643,4115951,4116611,4116871,4117692,4118132,4118734,4118896,4119250,4119503	4115686,4116484,4116656,4117455,4117738,4118495,4118779,4118942,4119299,4119547
CBG27502.1	4234547,4234929,4235878,4236112,4236222	4234810,4235663,4235931,4236159,4236665
CBG27503.1	4405363,4405714,4406211,4406471,4406678,4407068,4407266,4407411,4408223	4405425,4405783,4406258,4406517,4406722,4407113,4407310,4407964,4408277
CBG27504.1	4410014,4410206	4410062,4410253
CBG27505.1	4416636,4418006,4418162	4417881,4418057,4418207
CBG27508.1	4431664	4431705
CBG27510.1	4459556,4459693,4459979,4461110,4462672,4473042,4473212,4474177,4474586	4459606,4459900,4460986,4462524,4472934,4473087,4474092,4474467,4475299
CBG27511.1	4472604	4472655
CBG27514.1	4582256,4582473,4582763,4583039	4582343,4582642,4582933,4583407
CBG27515.1	4626194,4626630,4626758,4627199	4626579,4626679,4627087,4627251
CBG27517a.1	4731814,4732218,4732438	4732073,4732270,4732642
CBG27517b.1	4731814,4732218,4732377	4732073,4732270,4732642
CBG27518.1	4833570,4833721	4833618,4834000
CBG27519.1	4849267,4849457,4849641	4849315,4849499,4849683
CBG27523.1	5029947	5030323
CBG27524.1	5034735,5035194,5035452	5035001,5035240,5035502
CBG27526.1	5050730,5051029,5051295,5052160	5050777,5051151,5051557,5052208
CBG27526.2	5050730,5051029,5051295,5052160,5052528	5050777,5051151,5051557,5052208,5052585
CBG27527.1	5127774,5127949,5128376,5128566,5129569,5129787,5129939	5127853,5127994,5128422,5129425,5129619,5129836,5130241
CBG27529.1	5230893	5230936
CBG27530.1	5293084,5293911,5294230,5294478,5294705,5294861,5294965,5295096,5295327,5295451,5295653,5295919,5296164,5296417,5296715	5293668,5293953,5294273,5294521,5294746,5294904,5295029,5295191,5295372,5295553,5295720,5296079,5296335,5296630,5298048
CBG27531.1	5322731	5322887
CBG27533.1	5484295,5484540,5484751,5484866,5485110,5485529,5485713	5484345,5484583,5484797,5484959,5485376,5485574,5486913
CBG27535.1	5491999,5492012,5492872,5493682,5493838	5492000,5492622,5493021,5493726,5495962
CBG27536.1	5538368,5538498,5539067	5538416,5538778,5539114
CBG27537.1	5544979,5545603,5546097,5546285,5546406,5546669,5547058,5547209,5547350,5547638,5547832	5545410,5545739,5546143,5546330,5546506,5546976,5547106,5547250,5547397,5547681,5552215
CBG27538.1	5550238,5550464	5550280,5550508
CBG27539.1	5553310,5553774,5554784,5555069,5555245	5553387,5553827,5554831,5555112,5556619
CBG27539.2	5553345,5553774,5554784,5555069,5555245	5553387,5553827,5554831,5555112,5556619
CBG27540.1	5557139,5557393,5557556,5558322,5558764,5560077,5560317,5562940,5563073,5564329,5564974,5565212,5565693	5557188,5557456,5558243,5558718,5559968,5560127,5562840,5562985,5564250,5564910,5565022,5565562,5568719
CBG27541.1	5620893,5620996	5620938,5621150
CBG27542.1	5622567,5622845,5622954	5622619,5622887,5623003
CBG27543.1	5624604,5624714	5624647,5624759
CBG27544.1	5640366	5640413
CBG27545.1	5644201,5644373,5644537	5644258,5644422,5644579
CBG27546.1	5689422	5689470
CBG27553.1	5832169,5832341	5832234,5832574
CBG27558.1	5956865	5956910
CBG27562.1	5998601,5998756	5998650,5999823
CBG27566.1	6160138,6161637,6161782,6162375	6161288,6161676,6162236,6162418
CBG27567.1	6173474	6173948
CBG27568.1	6175493	6176227
CBG27570.1	6184980,6185177,6185382	6185026,6185218,6185423
CBG27573.1	6199544,6200161,6200316,6200459	6200094,6200209,6200365,6200514
CBG27576.1	6462105	6463295
CBG27578.1	6467750	6467834
CBG27579.1	6470318,6471083	6470863,6471602
CBG27580.1	6473406	6473455
CBG27583.1	6645726,6645904,6646040	6645848,6645945,6646084
